state,ward_id,month,consumption_kwh
Madhya Pradesh,W9,2014-05,10.78
Madhya Pradesh,W9,2014-06,11.18
Madhya Pradesh,W9,2014-07,10.5
Madhya Pradesh,W9,2014-08,9.96
Madhya Pradesh,W9,2014-09,8.72
Madhya Pradesh,W9,2014-10,8.66
Madhya Pradesh,W9,2014-11,8.35
Madhya Pradesh,W9,2014-12,8.78
Madhya Pradesh,W9,2015-01,8.69
Madhya Pradesh,W9,2015-02,9.26
Madhya Pradesh,W9,2015-03,10.31
Madhya Pradesh,W10,2014-04,0.63
Madhya Pradesh,W10,2014-05,0.66
Madhya Pradesh,W10,2014-06,0.66
Madhya Pradesh,W10,2014-07,0.67
Madhya Pradesh,W10,2014-08,0.68
Madhya Pradesh,W10,2014-09,0.61
Madhya Pradesh,W10,2014-10,0.59
Madhya Pradesh,W10,2014-11,0.52
Madhya Pradesh,W10,2014-12,0.59
Madhya Pradesh,W10,2015-01,0.55
Madhya Pradesh,W10,2015-02,0.6
Madhya Pradesh,W10,2015-03,0.65
Maharashtra,W1,2014-04,7.83
Maharashtra,W1,2014-05,8.73
Maharashtra,W1,2014-06,8.09
Maharashtra,W1,2014-07,8.83
Maharashtra,W1,2014-08,7.88
Maharashtra,W1,2014-09,8.19
Maharashtra,W1,2014-10,7.21
Maharashtra,W1,2014-11,7.36
Maharashtra,W1,2014-12,7.51
Maharashtra,W1,2015-01,7.17
Maharashtra,W1,2015-02,8.26
Maharashtra,W1,2015-03,7.61
Maharashtra,W2,2014-04,4.15
Maharashtra,W2,2014-05,4.72
Maharashtra,W2,2014-06,4.69
Maharashtra,W2,2014-07,4.87
Maharashtra,W2,2014-08,5.11
Maharashtra,W2,2014-09,4.3
Maharashtra,W2,2014-10,3.72
Maharashtra,W2,2014-11,3.6
Maharashtra,W2,2014-12,3.61
Maharashtra,W2,2015-01,4.08
Maharashtra,W2,2015-02,4.22
Maharashtra,W2,2015-03,4.44
Maharashtra,W3,2014-04,15.33
Maharashtra,W3,2014-05,15.75
Maharashtra,W3,2014-06,16.25
Maharashtra,W3,2014-07,16.9
Maharashtra,W3,2014-08,15.68
Maharashtra,W3,2014-09,15.15
Maharashtra,W3,2014-10,13.5
Maharashtra,W3,2014-11,12.43
Maharashtra,W3,2014-12,14.13
Maharashtra,W3,2015-01,15.74
Maharashtra,W3,2015-02,15.37
Maharashtra,W3,2015-03,15.44
Maharashtra,W4,2014-04,11.4
Maharashtra,W4,2014-05,12.08
Maharashtra,W4,2014-06,12.38
Maharashtra,W4,2014-07,12.59
Maharashtra,W4,2014-08,12.51
Maharashtra,W4,2014-09,11.59
Maharashtra,W4,2014-10,11.29
Maharashtra,W4,2014-11,9.32
Maharashtra,W4,2014-12,9.3
Maharashtra,W4,2015-01,11.6
Maharashtra,W4,2015-02,11.03
Maharashtra,W4,2015-03,11.33
Maharashtra,W5,2014-04,10.93
Maharashtra,W5,2014-05,11.81
Maharashtra,W5,2014-06,13.32
Maharashtra,W5,2014-07,11.73
Maharashtra,W5,2014-08,11.15
Maharashtra,W5,2014-09,10.35
Maharashtra,W5,2014-10,9.97
Maharashtra,W5,2014-11,10.35
Maharashtra,W5,2014-12,10.44
Maharashtra,W5,2015-01,10.49
Maharashtra,W5,2015-02,11.08
Maharashtra,W5,2015-03,12.04
Maharashtra,W6,2014-04,15.82
Maharashtra,W6,2014-05,15.92
Maharashtra,W6,2014-06,17.23
Maharashtra,W6,2014-07,16.91
Maharashtra,W6,2014-08,17.18
Maharashtra,W6,2014-09,15.15
Maharashtra,W6,2014-10,13.41
Maharashtra,W6,2014-11,12.89
Maharashtra,W6,2014-12,13.36
Maharashtra,W6,2015-01,13.79
Maharashtra,W6,2015-02,13.73
Maharashtra,W6,2015-03,16.85
Maharashtra,W7,2014-04,11.64
Maharashtra,W7,2014-05,12.12
Maharashtra,W7,2014-06,13.14
Maharashtra,W7,2014-07,11.34
Maharashtra,W7,2014-08,12.22
Maharashtra,W7,2014-09,11.03
Maharashtra,W7,2014-10,10.18
Maharashtra,W7,2014-11,9.65
Maharashtra,W7,2014-12,10.78
Maharashtra,W7,2015-01,11.52
Maharashtra,W7,2015-02,10.58
Maharashtra,W7,2015-03,12.25
Maharashtra,W8,2014-04,20.28
Maharashtra,W8,2014-05,25.37
Maharashtra,W8,2014-06,24.07
Maharashtra,W8,2014-07,24.9
Maharashtra,W8,2014-08,22.38
Maharashtra,W8,2014-09,22.0
Maharashtra,W8,2014-10,20.6
Maharashtra,W8,2014-11,18.1
Maharashtra,W8,2014-12,20.56
Maharashtra,W8,2015-01,20.64
Maharashtra,W8,2015-02,21.45
Maharashtra,W8,2015-03,23.13
Maharashtra,W9,2014-04,0.46
Maharashtra,W9,2014-05,0.47
Maharashtra,W9,2014-06,0.46
Maharashtra,W9,2014-07,0.49
Maharashtra,W9,2014-08,0.46
Maharashtra,W9,2014-09,0.42
Maharashtra,W9,2014-10,0.4
Maharashtra,W9,2014-11,0.36
Maharashtra,W9,2014-12,0.4
Maharashtra,W9,2015-01,0.43
Maharashtra,W9,2015-02,0.41
Maharashtra,W9,2015-03,0.5
Maharashtra,W10,2014-04,6.41
Maharashtra,W10,2014-05,6.31
Maharashtra,W10,2014-06,5.87
Maharashtra,W10,2014-07,6.27
Maharashtra,W10,2014-08,6.39
Maharashtra,W10,2014-09,5.97
Maharashtra,W10,2014-10,5.24
Maharashtra,W10,2014-11,4.97
Maharashtra,W10,2014-12,5.28
Maharashtra,W10,2015-01,5.73
Maharashtra,W10,2015-02,6.13
Maharashtra,W10,2015-03,6.15
Daman & Diu,W1,2014-04,23.08
Daman & Diu,W1,2014-05,25.86
Daman & Diu,W1,2014-06,25.55
Daman & Diu,W1,2014-07,26.88
Daman & Diu,W1,2014-08,24.75
Daman & Diu,W1,2014-09,22.1
Daman & Diu,W1,2014-10,21.43
Daman & Diu,W1,2014-11,20.27
Daman & Diu,W1,2014-12,22.79
Daman & Diu,W1,2015-01,22.14
Daman & Diu,W1,2015-02,22.63
Daman & Diu,W1,2015-03,24.7
Daman & Diu,W2,2014-04,62.41
Daman & Diu,W2,2014-05,60.53
Daman & Diu,W2,2014-06,67.87
Daman & Diu,W2,2014-07,71.06
Daman & Diu,W2,2014-08,69.36
Daman & Diu,W2,2014-09,58.23
Daman & Diu,W2,2014-10,59.01
Daman & Diu,W2,2014-11,47.4
Daman & Diu,W2,2014-12,54.21
Daman & Diu,W2,2015-01,60.72
Daman & Diu,W2,2015-02,51.64
Daman & Diu,W2,2015-03,64.85
Daman & Diu,W3,2014-04,121.41
Daman & Diu,W3,2014-05,117.99
Daman & Diu,W3,2014-06,124.18
Daman & Diu,W3,2014-07,123.25
Daman & Diu,W3,2014-08,123.63
Daman & Diu,W3,2014-09,109.75
Daman & Diu,W3,2014-10,102.82
Daman & Diu,W3,2014-11,108.06
Daman & Diu,W3,2014-12,104.81
Daman & Diu,W3,2015-01,111.53
Daman & Diu,W3,2015-02,111.68
Daman & Diu,W3,2015-03,119.52
Daman & Diu,W4,2014-04,27.32
Daman & Diu,W4,2014-05,26.73
Daman & Diu,W4,2014-06,27.51
Daman & Diu,W4,2014-07,28.12
Daman & Diu,W4,2014-08,30.33
Daman & Diu,W4,2014-09,27.16
Daman & Diu,W4,2014-10,24.97
Daman & Diu,W4,2014-11,21.58
Daman & Diu,W4,2014-12,24.78
Daman & Diu,W4,2015-01,27.7
Daman & Diu,W4,2015-02,27.47
Daman & Diu,W4,2015-03,26.52
Daman & Diu,W5,2014-04,25.69
Daman & Diu,W5,2014-05,25.86
Daman & Diu,W5,2014-06,30.7
Daman & Diu,W5,2014-07,26.31
Daman & Diu,W5,2014-08,30.29
Daman & Diu,W5,2014-09,23.73
Daman & Diu,W5,2014-10,25.25
Daman & Diu,W5,2014-11,21.88
Daman & Diu,W5,2014-12,23.97
Daman & Diu,W5,2015-01,24.79
Daman & Diu,W5,2015-02,26.12
Daman & Diu,W5,2015-03,25.44
Daman & Diu,W6,2014-04,53.35
Daman & Diu,W6,2014-05,61.58
Daman & Diu,W6,2014-06,63.34
Daman & Diu,W6,2014-07,55.52
Daman & Diu,W6,2014-08,61.69
Daman & Diu,W6,2014-09,58.52
Daman & Diu,W6,2014-10,47.57
Daman & Diu,W6,2014-11,48.17
Daman & Diu,W6,2014-12,51.06
Daman & Diu,W6,2015-01,51.4
Daman & Diu,W6,2015-02,55.41
Daman & Diu,W6,2015-03,51.27
Daman & Diu,W7,2014-04,35.96
Daman & Diu,W7,2014-05,37.86
Daman & Diu,W7,2014-06,34.35
Daman & Diu,W7,2014-07,41.58
Daman & Diu,W7,2014-08,41.57
Daman & Diu,W7,2014-09,35.1
Daman & Diu,W7,2014-10,33.02
Daman & Diu,W7,2014-11,33.46
Daman & Diu,W7,2014-12,33.64
Daman & Diu,W7,2015-01,34.36
Daman & Diu,W7,2015-02,35.57
Daman & Diu,W7,2015-03,32.65
Daman & Diu,W8,2014-04,70.99
Daman & Diu,W8,2014-05,73.8
Daman & Diu,W8,2014-06,84.66
Daman & Diu,W8,2014-07,80.31
Daman & Diu,W8,2014-08,80.52
Daman & Diu,W8,2014-09,69.92
Daman & Diu,W8,2014-10,67.68
Daman & Diu,W8,2014-11,58.57
Daman & Diu,W8,2014-12,69.7
Daman & Diu,W8,2015-01,66.72
Daman & Diu,W8,2015-02,74.23
Daman & Diu,W8,2015-03,73.24
Daman & Diu,W9,2014-04,82.11
Daman & Diu,W9,2014-05,83.97
Daman & Diu,W9,2014-06,84.07
Daman & Diu,W9,2014-07,96.47
Daman & Diu,W9,2014-08,83.99
Daman & Diu,W9,2014-09,72.81
Daman & Diu,W9,2014-10,72.69
Daman & Diu,W9,2014-11,62.74
Daman & Diu,W9,2014-12,75.62
Daman & Diu,W9,2015-01,75.4
Daman & Diu,W9,2015-02,83.88
Daman & Diu,W9,2015-03,79.55
Daman & Diu,W10,2014-04,90.13
Daman & Diu,W10,2014-05,86.96
Daman & Diu,W10,2014-06,100.65
Daman & Diu,W10,2014-07,93.83
Daman & Diu,W10,2014-08,87.32
Daman & Diu,W10,2014-09,84.25
Daman & Diu,W10,2014-10,83.6
Daman & Diu,W10,2014-11,75.42
Daman & Diu,W10,2014-12,73.06
Daman & Diu,W10,2015-01,91.85
Daman & Diu,W10,2015-02,79.95
Daman & Diu,W10,2015-03,87.55
D. & N. Haveli,W1,2014-04,569.99
D. & N. Haveli,W1,2014-05,567.32
D. & N. Haveli,W1,2014-06,523.23
D. & N. Haveli,W1,2014-07,595.23
D. & N. Haveli,W1,2014-08,541.47
D. & N. Haveli,W1,2014-09,438.43
D. & N. Haveli,W1,2014-10,475.11
D. & N. Haveli,W1,2014-11,493.5
D. & N. Haveli,W1,2014-12,469.52
D. & N. Haveli,W1,2015-01,455.31
D. & N. Haveli,W1,2015-02,514.1
D. & N. Haveli,W1,2015-03,527.82
D. & N. Haveli,W2,2014-04,59.34
D. & N. Haveli,W2,2014-05,63.25
D. & N. Haveli,W2,2014-06,66.64
D. & N. Haveli,W2,2014-07,72.93
D. & N. Haveli,W2,2014-08,62.59
D. & N. Haveli,W2,2014-09,56.68
D. & N. Haveli,W2,2014-10,54.42
D. & N. Haveli,W2,2014-11,53.8
D. & N. Haveli,W2,2014-12,50.78
D. & N. Haveli,W2,2015-01,59.73
D. & N. Haveli,W2,2015-02,54.01
D. & N. Haveli,W2,2015-03,58.89
D. & N. Haveli,W3,2014-04,100.54
D. & N. Haveli,W3,2014-05,95.43
D. & N. Haveli,W3,2014-06,106.29
D. & N. Haveli,W3,2014-07,102.72
D. & N. Haveli,W3,2014-08,95.08
D. & N. Haveli,W3,2014-09,75.82
D. & N. Haveli,W3,2014-10,88.37
D. & N. Haveli,W3,2014-11,73.86
D. & N. Haveli,W3,2014-12,74.38
D. & N. Haveli,W3,2015-01,87.54
D. & N. Haveli,W3,2015-02,91.9
D. & N. Haveli,W3,2015-03,91.98
D. & N. Haveli,W4,2014-04,6.08
D. & N. Haveli,W4,2014-05,6.65
D. & N. Haveli,W4,2014-06,6.58
D. & N. Haveli,W4,2014-07,7.4
D. & N. Haveli,W4,2014-08,6.57
D. & N. Haveli,W4,2014-09,5.88
D. & N. Haveli,W4,2014-10,5.72
D. & N. Haveli,W4,2014-11,5.54
D. & N. Haveli,W4,2014-12,5.74
D. & N. Haveli,W4,2015-01,6.32
D. & N. Haveli,W4,2015-02,5.73
D. & N. Haveli,W4,2015-03,6.25
D. & N. Haveli,W5,2014-04,134.48
D. & N. Haveli,W5,2014-05,151.15
D. & N. Haveli,W5,2014-06,136.16
D. & N. Haveli,W5,2014-07,150.15
D. & N. Haveli,W5,2014-08,157.81
D. & N. Haveli,W5,2014-09,132.43
D. & N. Haveli,W5,2014-10,121.77
D. & N. Haveli,W5,2014-11,115.95
D. & N. Haveli,W5,2014-12,123.02
D. & N. Haveli,W5,2015-01,127.41
D. & N. Haveli,W5,2015-02,122.63
D. & N. Haveli,W5,2015-03,135.56
D. & N. Haveli,W6,2014-04,70.8
D. & N. Haveli,W6,2014-05,73.16
D. & N. Haveli,W6,2014-06,75.65
D. & N. Haveli,W6,2014-07,72.95
D. & N. Haveli,W6,2014-08,81.54
D. & N. Haveli,W6,2014-09,67.29
D. & N. Haveli,W6,2014-10,59.9
D. & N. Haveli,W6,2014-11,60.89
D. & N. Haveli,W6,2014-12,61.53
D. & N. Haveli,W6,2015-01,62.46
D. & N. Haveli,W6,2015-02,66.45
D. & N. Haveli,W6,2015-03,74.08
D. & N. Haveli,W7,2014-04,84.94
D. & N. Haveli,W7,2014-05,82.13
D. & N. Haveli,W7,2014-06,84.55
D. & N. Haveli,W7,2014-07,94.72
D. & N. Haveli,W7,2014-08,86.24
D. & N. Haveli,W7,2014-09,79.25
D. & N. Haveli,W7,2014-10,73.65
D. & N. Haveli,W7,2014-11,68.82
D. & N. Haveli,W7,2014-12,71.78
D. & N. Haveli,W7,2015-01,77.18
D. & N. Haveli,W7,2015-02,79.92
D. & N. Haveli,W7,2015-03,68.45
D. & N. Haveli,W8,2014-04,38.37
D. & N. Haveli,W8,2014-05,35.92
D. & N. Haveli,W8,2014-06,40.16
D. & N. Haveli,W8,2014-07,36.88
D. & N. Haveli,W8,2014-08,37.87
D. & N. Haveli,W8,2014-09,31.42
D. & N. Haveli,W8,2014-10,31.9
D. & N. Haveli,W8,2014-11,29.25
D. & N. Haveli,W8,2014-12,32.29
D. & N. Haveli,W8,2015-01,33.04
D. & N. Haveli,W8,2015-02,33.02
D. & N. Haveli,W8,2015-03,34.72
D. & N. Haveli,W9,2014-04,158.58
D. & N. Haveli,W9,2014-05,174.66
D. & N. Haveli,W9,2014-06,167.01
D. & N. Haveli,W9,2014-07,172.53
D. & N. Haveli,W9,2014-08,156.22
D. & N. Haveli,W9,2014-09,149.87
D. & N. Haveli,W9,2014-10,121.8
D. & N. Haveli,W9,2014-11,142.28
D. & N. Haveli,W9,2014-12,140.53
D. & N. Haveli,W9,2015-01,137.89
D. & N. Haveli,W9,2015-02,146.31
D. & N. Haveli,W9,2015-03,159.77
D. & N. Haveli,W10,2014-04,2.12
D. & N. Haveli,W10,2014-05,2.23
D. & N. Haveli,W10,2014-06,2.38
D. & N. Haveli,W10,2014-07,2.41
D. & N. Haveli,W10,2014-08,2.38
D. & N. Haveli,W10,2014-09,2.05
D. & N. Haveli,W10,2014-10,2.03
D. & N. Haveli,W10,2014-11,1.91
D. & N. Haveli,W10,2014-12,1.75
D. & N. Haveli,W10,2015-01,2.12
D. & N. Haveli,W10,2015-02,2.19
D. & N. Haveli,W10,2015-03,2.36
Goa,W1,2014-04,24.28
Goa,W1,2014-05,25.02
Goa,W1,2014-06,25.78
Goa,W1,2014-07,24.62
Goa,W1,2014-08,24.92
Goa,W1,2014-09,23.53
Goa,W1,2014-10,21.4
Goa,W1,2014-11,20.51
Goa,W1,2014-12,20.46
Goa,W1,2015-01,21.63
Goa,W1,2015-02,23.13
Goa,W1,2015-03,25.77
Goa,W2,2014-04,1.07
Goa,W2,2014-05,1.1
Goa,W2,2014-06,1.16
Goa,W2,2014-07,1.22
Goa,W2,2014-08,1.12
Goa,W2,2014-09,1.03
Goa,W2,2014-10,1.03
Goa,W2,2014-11,0.86
Goa,W2,2014-12,0.97
Goa,W2,2015-01,1.1
Goa,W2,2015-02,1.04
Goa,W2,2015-03,1.08
Goa,W3,2014-04,21.97
Goa,W3,2014-05,23.8
Goa,W3,2014-06,22.24
Goa,W3,2014-07,26.78
Goa,W3,2014-08,24.77
Goa,W3,2014-09,22.54
Goa,W3,2014-10,20.87
Goa,W3,2014-11,18.62
Goa,W3,2014-12,19.91
Goa,W3,2015-01,21.86
Goa,W3,2015-02,19.36
Goa,W3,2015-03,23.91
Goa,W4,2014-04,22.42
Goa,W4,2014-05,21.06
Goa,W4,2014-06,21.43
Goa,W4,2014-07,22.46
Goa,W4,2014-08,19.74
Goa,W4,2014-09,19.56
Goa,W4,2014-10,19.19
Goa,W4,2014-11,18.86
Goa,W4,2014-12,18.9
Goa,W4,2015-01,20.53
Goa,W4,2015-02,19.9
Goa,W4,2015-03,20.14
Goa,W5,2014-04,32.38
Goa,W5,2014-05,26.87
Goa,W5,2014-06,33.2
Goa,W5,2014-07,32.38
Goa,W5,2014-08,31.64
Goa,W5,2014-09,29.6
Goa,W5,2014-10,28.25
Goa,W5,2014-11,26.38
Goa,W5,2014-12,25.82
Goa,W5,2015-01,28.58
Goa,W5,2015-02,28.29
Goa,W5,2015-03,33.21
Goa,W6,2014-04,5.06
Goa,W6,2014-05,4.83
Goa,W6,2014-06,5.25
Goa,W6,2014-07,5.52
Goa,W6,2014-08,4.73
Goa,W6,2014-09,4.73
Goa,W6,2014-10,4.25
Goa,W6,2014-11,4.09
Goa,W6,2014-12,4.41
Goa,W6,2015-01,4.7
Goa,W6,2015-02,4.36
Goa,W6,2015-03,4.77
Goa,W7,2014-04,17.19
Goa,W7,2014-05,15.28
Goa,W7,2014-06,15.8
Goa,W7,2014-07,17.07
Goa,W7,2014-08,16.56
Goa,W7,2014-09,16.02
Goa,W7,2014-10,13.05
Goa,W7,2014-11,13.8
Goa,W7,2014-12,14.6
Goa,W7,2015-01,14.68
Goa,W7,2015-02,15.95
Goa,W7,2015-03,17.31
Goa,W8,2014-04,1.99
Goa,W8,2014-05,2.11
Goa,W8,2014-06,1.84
Goa,W8,2014-07,2.3
Goa,W8,2014-08,2.17
Goa,W8,2014-09,1.86
Goa,W8,2014-10,1.73
Goa,W8,2014-11,1.67
Goa,W8,2014-12,1.8
Goa,W8,2015-01,1.85
Goa,W8,2015-02,1.85
Goa,W8,2015-03,2.1
Goa,W9,2014-04,9.63
Goa,W9,2014-05,9.99
Goa,W9,2014-06,9.72
Goa,W9,2014-07,9.91
Goa,W9,2014-08,9.3
Goa,W9,2014-09,8.74
Goa,W9,2014-10,8.76
Goa,W9,2014-11,7.1
Goa,W9,2014-12,8.0
Goa,W9,2015-01,8.57
Goa,W9,2015-02,8.6
Goa,W9,2015-03,9.05
Goa,W10,2014-04,21.22
Goa,W10,2014-05,24.25
Goa,W10,2014-06,24.3
Goa,W10,2014-07,25.34
Goa,W10,2014-08,23.71
Goa,W10,2014-09,22.49
Goa,W10,2014-10,22.15
Goa,W10,2014-11,19.17
Goa,W10,2014-12,20.4
Goa,W10,2015-01,22.43
Goa,W10,2015-02,22.67
Goa,W10,2015-03,23.66
Andhra Pradesh,W1,2014-04,1.43
Andhra Pradesh,W1,2014-05,1.53
Andhra Pradesh,W1,2014-06,1.41
Andhra Pradesh,W1,2014-07,1.57
Andhra Pradesh,W1,2014-08,1.57
Andhra Pradesh,W1,2014-09,1.3
Andhra Pradesh,W1,2014-10,1.25
Andhra Pradesh,W1,2014-11,1.25
Andhra Pradesh,W1,2014-12,1.21
Andhra Pradesh,W1,2015-01,1.29
Andhra Pradesh,W1,2015-02,1.3
Andhra Pradesh,W1,2015-03,1.43
Andhra Pradesh,W2,2014-04,16.27
Andhra Pradesh,W2,2014-05,17.74
Andhra Pradesh,W2,2014-06,19.19
Andhra Pradesh,W2,2014-07,19.36
Andhra Pradesh,W2,2014-08,17.16
Andhra Pradesh,W2,2014-09,15.86
Andhra Pradesh,W2,2014-10,15.43
Andhra Pradesh,W2,2014-11,13.65
Andhra Pradesh,W2,2014-12,15.1
Andhra Pradesh,W2,2015-01,16.62
Andhra Pradesh,W2,2015-02,16.64
Andhra Pradesh,W2,2015-03,15.98
Andhra Pradesh,W3,2014-04,0.73
Andhra Pradesh,W3,2014-05,0.8
Andhra Pradesh,W3,2014-06,0.74
Andhra Pradesh,W3,2014-07,0.84
Andhra Pradesh,W3,2014-08,0.79
Andhra Pradesh,W3,2014-09,0.64
Andhra Pradesh,W3,2014-10,0.61
Andhra Pradesh,W3,2014-11,0.66
Andhra Pradesh,W3,2014-12,0.63
Andhra Pradesh,W3,2015-01,0.74
Andhra Pradesh,W3,2015-02,0.76
Andhra Pradesh,W3,2015-03,0.75
Andhra Pradesh,W4,2014-04,9.52
Andhra Pradesh,W4,2014-05,10.38
Andhra Pradesh,W4,2014-06,10.14
Andhra Pradesh,W4,2014-07,10.65
Andhra Pradesh,W4,2014-08,9.89
Andhra Pradesh,W4,2014-09,9.39
Andhra Pradesh,W4,2014-10,8.32
Andhra Pradesh,W4,2014-11,8.77
Andhra Pradesh,W4,2014-12,9.36
Andhra Pradesh,W4,2015-01,9.15
Andhra Pradesh,W4,2015-02,9.23
Andhra Pradesh,W4,2015-03,10.07
Andhra Pradesh,W5,2014-04,28.13
Andhra Pradesh,W5,2014-05,26.19
Andhra Pradesh,W5,2014-06,30.23
Andhra Pradesh,W5,2014-07,32.38
Andhra Pradesh,W5,2014-08,30.01
Andhra Pradesh,W5,2014-09,26.35
Andhra Pradesh,W5,2014-10,25.81
Andhra Pradesh,W5,2014-11,24.75
Andhra Pradesh,W5,2014-12,25.99
Andhra Pradesh,W5,2015-01,28.82
Andhra Pradesh,W5,2015-02,28.15
Andhra Pradesh,W5,2015-03,27.24
Andhra Pradesh,W6,2014-04,6.32
Andhra Pradesh,W6,2014-05,6.78
Andhra Pradesh,W6,2014-06,6.85
Andhra Pradesh,W6,2014-07,6.7
Andhra Pradesh,W6,2014-08,7.35
Andhra Pradesh,W6,2014-09,6.06
Andhra Pradesh,W6,2014-10,6.05
Andhra Pradesh,W6,2014-11,5.77
Andhra Pradesh,W6,2014-12,5.53
Andhra Pradesh,W6,2015-01,5.85
Andhra Pradesh,W6,2015-02,6.32
Andhra Pradesh,W6,2015-03,6.67
Andhra Pradesh,W7,2014-04,4.16
Andhra Pradesh,W7,2014-05,4.5
Andhra Pradesh,W7,2014-06,4.88
Andhra Pradesh,W7,2014-07,4.67
Andhra Pradesh,W7,2014-08,4.56
Andhra Pradesh,W7,2014-09,4.34
Andhra Pradesh,W7,2014-10,3.31
Andhra Pradesh,W7,2014-11,3.33
Andhra Pradesh,W7,2014-12,3.52
Andhra Pradesh,W7,2015-01,4.03
Andhra Pradesh,W7,2015-02,4.39
Andhra Pradesh,W7,2015-03,4.1
Andhra Pradesh,W8,2014-04,14.46
Andhra Pradesh,W8,2014-05,14.0
Andhra Pradesh,W8,2014-06,15.41
Andhra Pradesh,W8,2014-07,15.7
Andhra Pradesh,W8,2014-08,13.32
Andhra Pradesh,W8,2014-09,13.01
Andhra Pradesh,W8,2014-10,10.72
Andhra Pradesh,W8,2014-11,11.52
Andhra Pradesh,W8,2014-12,11.49
Andhra Pradesh,W8,2015-01,12.26
Andhra Pradesh,W8,2015-02,12.46
Andhra Pradesh,W8,2015-03,14.24
Andhra Pradesh,W9,2014-04,2.37
Andhra Pradesh,W9,2014-05,2.66
Andhra Pradesh,W9,2014-06,2.76
Andhra Pradesh,W9,2014-07,2.89
Andhra Pradesh,W9,2014-08,2.41
Andhra Pradesh,W9,2014-09,2.5
Andhra Pradesh,W9,2014-10,2.34
Andhra Pradesh,W9,2014-11,2.14
Andhra Pradesh,W9,2014-12,2.12
Andhra Pradesh,W9,2015-01,2.35
Andhra Pradesh,W9,2015-02,2.38
Andhra Pradesh,W9,2015-03,2.5
Andhra Pradesh,W10,2014-04,3.88
Andhra Pradesh,W10,2014-05,4.02
Andhra Pradesh,W10,2014-06,4.0
Andhra Pradesh,W10,2014-07,4.21
Andhra Pradesh,W10,2014-08,3.7
Andhra Pradesh,W10,2014-09,3.83
Andhra Pradesh,W10,2014-10,3.39
Andhra Pradesh,W10,2014-11,3.32
Andhra Pradesh,W10,2014-12,3.53
Andhra Pradesh,W10,2015-01,3.59
Andhra Pradesh,W10,2015-02,3.68
Andhra Pradesh,W10,2015-03,3.95
Telangana,W1,2014-04,3.64
Telangana,W1,2014-05,3.64
Telangana,W1,2014-06,3.76
Telangana,W1,2014-07,4.28
Telangana,W1,2014-08,4.03
Telangana,W1,2014-09,3.61
Telangana,W1,2014-10,3.57
Telangana,W1,2014-11,3.57
Telangana,W1,2014-12,3.08
Telangana,W1,2015-01,3.39
Telangana,W1,2015-02,3.63
Telangana,W1,2015-03,3.55
Telangana,W2,2014-04,15.4
Telangana,W2,2014-05,15.76
Telangana,W2,2014-06,16.62
Telangana,W2,2014-07,15.92
Telangana,W2,2014-08,15.24
Telangana,W2,2014-09,14.73
Telangana,W2,2014-10,15.16
Telangana,W2,2014-11,11.06
Telangana,W2,2014-12,14.41
Telangana,W2,2015-01,15.8
Telangana,W2,2015-02,13.8
Telangana,W2,2015-03,15.13
Telangana,W3,2014-04,0.41
Telangana,W3,2014-05,0.47
Telangana,W3,2014-06,0.46
Telangana,W3,2014-07,0.5
Telangana,W3,2014-08,0.46
Telangana,W3,2014-09,0.39
Telangana,W3,2014-10,0.39
Telangana,W3,2014-11,0.36
Telangana,W3,2014-12,0.39
Telangana,W3,2015-01,0.43
Telangana,W3,2015-02,0.47
Telangana,W3,2015-03,0.4
Telangana,W4,2014-04,1.87
Telangana,W4,2014-05,1.96
Telangana,W4,2014-06,1.8
Telangana,W4,2014-07,1.86
Telangana,W4,2014-08,1.73
Telangana,W4,2014-09,1.57
Telangana,W4,2014-10,1.51
Telangana,W4,2014-11,1.45
Telangana,W4,2014-12,1.52
Telangana,W4,2015-01,1.64
Telangana,W4,2015-02,1.49
Telangana,W4,2015-03,1.66
Telangana,W5,2014-04,7.48
Telangana,W5,2014-05,7.46
Telangana,W5,2014-06,7.75
Telangana,W5,2014-07,7.91
Telangana,W5,2014-08,7.53
Telangana,W5,2014-09,6.12
Telangana,W5,2014-10,6.71
Telangana,W5,2014-11,6.43
Telangana,W5,2014-12,6.93
Telangana,W5,2015-01,7.84
Telangana,W5,2015-02,7.35
Telangana,W5,2015-03,7.43
Telangana,W6,2014-04,20.29
Telangana,W6,2014-05,21.74
Telangana,W6,2014-06,24.11
Telangana,W6,2014-07,21.75
Telangana,W6,2014-08,21.19
Telangana,W6,2014-09,19.51
Telangana,W6,2014-10,18.75
Telangana,W6,2014-11,16.96
Telangana,W6,2014-12,19.81
Telangana,W6,2015-01,18.31
Telangana,W6,2015-02,19.12
Telangana,W6,2015-03,19.64
Telangana,W7,2014-04,39.3
Telangana,W7,2014-05,44.39
Telangana,W7,2014-06,43.26
Telangana,W7,2014-07,43.06
Telangana,W7,2014-08,42.87
Telangana,W7,2014-09,38.31
Telangana,W7,2014-10,37.65
Telangana,W7,2014-11,34.7
Telangana,W7,2014-12,34.02
Telangana,W7,2015-01,34.8
Telangana,W7,2015-02,37.2
Telangana,W7,2015-03,40.23
Telangana,W8,2014-04,13.33
Telangana,W8,2014-05,15.15
Telangana,W8,2014-06,15.0
Telangana,W8,2014-07,14.43
Telangana,W8,2014-08,15.22
Telangana,W8,2014-09,13.09
Telangana,W8,2014-10,11.75
Telangana,W8,2014-11,11.75
Telangana,W8,2014-12,12.43
